,Zip Code,Offense
5972,64137.0,702
5973,64111.0,2403
5976,64132.0,501
5977,64124.0,2601
5978,64123.0,840
5979,64127.0,2601
5980,64127.0,501
5981,64133.0,1401
5983,64125.0,1401
5984,64127.0,501
5985,64130.0,831
5986,64113.0,2100
5987,64118.0,702
5988,64124.0,2402
5990,64130.0,670
5991,64128.0,501
5992,64117.0,702
5993,64129.0,501
5996,64130.0,702
5997,64133.0,1122
5998,64112.0,702
6000,64132.0,1849
6001,64130.0,101
6002,64151.0,1401
6003,64125.0,1850
6004,64109.0,1401
6005,64109.0,501
6006,64110.0,1401
6007,64132.0,2601
6009,64105.0,2655
6011,64124.0,301
6012,64106.0,101
6013,64132.0,702
6014,64129.0,690
6015,64112.0,702
6016,64138.0,201
6017,64138.0,1401
6018,64111.0,670
6019,64134.0,502
6020,64110.0,630
6021,64116.0,831
6022,64110.0,802
6023,64130.0,640
6024,64130.0,801
6026,64130.0,301
6027,64151.0,702
6028,64126.0,801
6029,64108.0,2041
6031,64127.0,802
6032,64157.0,670
6033,64111.0,702
6034,64108.0,1401
6035,64110.0,401
6036,64123.0,640
6037,64106.0,640
6038,64131.0,690
6039,64127.0,640
6041,64145.0,1401
6042,64106.0,802
6043,64119.0,690
6044,64151.0,702
6045,64119.0,401
6046,64119.0,501
6047,64153.0,670
6048,64127.0,501
6049,64131.0,302
6050,64106.0,1401
6051,64153.0,630
6052,64130.0,1849
6053,64109.0,1050
6054,64138.0,650
6055,64116.0,501
6056,64124.0,501
6057,64129.0,702
6059,64108.0,640
6060,64128.0,401
6061,64111.0,1401
6062,64134.0,801
6063,64109.0,702
6064,64127.0,801
6065,64155.0,1401
6066,64106.0,2601
6068,64128.0,801
6069,64119.0,1001
6070,64130.0,702
6071,64130.0,210
6072,64134.0,1188
6073,64105.0,702
6074,64154.0,702
6075,64119.0,650
6076,64129.0,401
6077,64130.0,702
6078,64119.0,802
6079,64127.0,650
6080,64111.0,650
6081,64126.0,702
6082,64134.0,690
6083,64132.0,1401
6084,64130.0,650
6086,64137.0,640
6087,64111.0,831
6088,64127.0,831
6089,64117.0,650
6090,64106.0,2601
6091,64127.0,301
6095,64111.0,650
6096,64131.0,802
6097,64111.0,650
6098,64110.0,2655
6099,64133.0,302
6100,64157.0,690
6102,64109.0,1401
6103,64138.0,802
6104,64111.0,670
6105,64119.0,802
6106,64129.0,1401
6107,64128.0,1401
6108,64132.0,630
6109,64068.0,640
6110,64132.0,301
6111,64133.0,702
6112,64128.0,650
6114,64131.0,702
6115,64118.0,702
6117,64126.0,640
6118,64133.0,640
6119,64114.0,702
6120,64111.0,401
6122,64110.0,801
6123,64155.0,501
6124,64119.0,3077
6125,64111.0,840
6126,64133.0,2041
6127,64112.0,650
6128,64127.0,1850
6129,64123.0,802
6130,64130.0,401
6131,64106.0,802
6132,64134.0,1401
6133,64132.0,401
6134,64114.0,640
6135,64130.0,702
6136,64151.0,1401
6137,64153.0,640
6139,64138.0,640
6140,64118.0,403
6141,64123.0,403
6142,64161.0,690
6143,64133.0,1401
6145,64124.0,1401
6146,64138.0,640
6147,64133.0,670
6148,64130.0,702
6149,64127.0,702
6150,64124.0,1401
6154,64124.0,802
6155,64155.0,2655
6156,64136.0,502
6157,64155.0,2601
6158,64111.0,501
6159,64132.0,1849
6160,64116.0,690
6161,64133.0,640
6163,64130.0,1849
6165,64133.0,1197
6166,64127.0,690
6167,64110.0,702
6169,64124.0,2100
6170,64116.0,2601
6173,64118.0,1401
6175,64111.0,2040
6176,64119.0,1401
6177,64124.0,901
6178,64111.0,650
6179,64111.0,1401
6180,64153.0,670
6183,64119.0,650
6184,64130.0,702
6185,64131.0,1001
6188,64127.0,1401
6189,64111.0,1401
6190,64133.0,401
6192,64127.0,670
6193,64123.0,501
6194,64108.0,670
6195,64124.0,690
6196,64133.0,802
6197,64106.0,640
6198,64152.0,630
6199,64116.0,650
6200,64130.0,2100
6202,64119.0,690
6204,64126.0,501
6205,64124.0,702
6206,64114.0,1750
6207,64134.0,501
6208,64118.0,630
6210,99999.0,650
6211,64151.0,1198
6212,64109.0,301
6213,64110.0,670
6214,64130.0,1401
6215,64130.0,2601
6216,64110.0,640
6217,64108.0,1401
6218,64109.0,2601
6219,64116.0,1401
6220,64108.0,670
6221,64132.0,301
6222,64130.0,201
6223,64130.0,630
6224,64131.0,640
6225,64127.0,501
6227,64110.0,101
6228,64131.0,802
6229,64118.0,640
6230,64131.0,670
6231,64108.0,302
6232,64106.0,801
6235,64116.0,1401
6236,64132.0,301
6237,64154.0,801
6238,64106.0,801
6239,64123.0,799
6240,64117.0,401
6241,64130.0,301
6242,64112.0,1401
6243,64109.0,501
6244,64111.0,301
6245,64118.0,1001
6246,64110.0,403
6247,64129.0,1401
6248,64118.0,1401
6249,64127.0,1401
6251,64155.0,802
6252,64124.0,1401
6253,64129.0,301
6254,64127.0,801
6255,64109.0,501
6256,64152.0,640
6257,64131.0,501
6258,64109.0,2402
6259,64114.0,301
6260,64138.0,650
6261,64123.0,1401
6263,64114.0,650
6264,64138.0,501
6265,64110.0,2601
6266,64132.0,501
6267,64111.0,650
6268,64131.0,901
6269,64138.0,650
6270,64128.0,801
6271,64134.0,702
6272,61427.0,801
6273,64132.0,501
6274,64134.0,831
6276,64145.0,690
6277,64130.0,2041
6278,64126.0,650
6279,64129.0,301
6281,64138.0,702
6282,64133.0,630
6285,64123.0,690
6286,64130.0,401
6287,64134.0,801
6288,64127.0,640
6290,64132.0,403
6291,64117.0,1001
6292,64155.0,501
6293,64118.0,640
6295,64130.0,301
6296,64109.0,302
6297,64118.0,650
6298,64126.0,802
6299,64114.0,702
6300,64138.0,401
6301,64151.0,702
6303,64155.0,690
6304,64120.0,690
6305,64110.0,501
6306,64108.0,1401
6307,64124.0,2655
6309,64128.0,650
6310,64131.0,401
6311,64120.0,690
6312,64129.0,690
6313,64123.0,1401
6314,64111.0,670
6315,64118.0,1401
6316,64138.0,1401
6317,64134.0,802
6318,64118.0,801
6320,64106.0,2601
6321,64131.0,401
6322,64108.0,501
6323,64131.0,501
6324,64151.0,501
6325,64113.0,1401
6326,64132.0,831
6328,64110.0,1401
6329,64155.0,640
6330,64137.0,690
6331,64134.0,210
6332,64133.0,501
6334,64124.0,702
6336,64131.0,802
6337,64133.0,801
6338,64133.0,640
6339,64154.0,640
6340,64133.0,2402
6341,64126.0,501
6342,64146.0,670
6343,64106.0,302
6344,64128.0,401
6345,64109.0,1401
6346,64124.0,302
6347,64123.0,1401
6348,64118.0,403
6349,64116.0,1401
6350,64108.0,501
6351,64133.0,802
6352,64123.0,2402
6353,64110.0,2001
6354,64114.0,640
6355,64106.0,630
6356,64133.0,702
6357,64133.0,630
6358,64118.0,1849
6360,64130.0,840
6361,64106.0,2601
6362,64127.0,650
6363,64127.0,302
6364,64131.0,501
6365,64127.0,2655
6366,64126.0,670
6367,64127.0,702
6368,64111.0,2402
6370,64106.0,1401
6371,64111.0,1850
6372,64114.0,640
6373,64130.0,690
6374,64153.0,650
6376,64111.0,801
6379,64130.0,802
6381,64132.0,1849
6382,64117.0,690
6383,64154.0,1198
6384,64134.0,802
6385,64118.0,640
6386,64134.0,2040
6387,64119.0,501
6388,64118.0,1401
6389,64106.0,650
6390,64129.0,702
6391,64108.0,401
6392,64127.0,1122
6393,64130.0,802
6394,64124.0,702
6395,64106.0,2601
6397,64113.0,702
6398,64134.0,2601
6399,64109.0,501
6400,64109.0,2655
6401,64130.0,501
6402,64124.0,802
6403,64127.0,501
6404,64129.0,670
6405,64111.0,610
6407,64134.0,301
6408,64133.0,640
6409,64111.0,640
6410,64133.0,802
6411,64129.0,690
6412,64155.0,690
6413,64111.0,702
6414,64151.0,1120
6415,64118.0,630
6418,64108.0,670
6419,64127.0,301
6420,64128.0,401
6421,64131.0,702
6422,64133.0,501
6424,64127.0,1401
6425,64123.0,1401
6426,64124.0,1401
6427,64119.0,2041
6428,64110.0,2001
6429,64119.0,1401
6430,64134.0,2601
6431,64127.0,799
6432,64125.0,702
6433,64131.0,2601
6434,64126.0,302
6435,64131.0,1198
6436,64156.0,690
6437,64110.0,1770
6438,64114.0,650
6439,64127.0,801
6440,64127.0,401
6442,64109.0,1401
6443,64134.0,501
6444,64133.0,630
6445,64130.0,1849
6446,64106.0,201
6447,64123.0,1849
6448,64155.0,401
6449,64101.0,690
6450,64126.0,802
6452,64130.0,840
6454,64134.0,501
6455,64130.0,702
6457,64127.0,302
6458,64131.0,302
6459,64133.0,702
6460,64130.0,1849
6461,64134.0,301
6463,64127.0,2601
6464,64152.0,640
6465,64117.0,640
6466,64111.0,630
6468,64117.0,1850
6469,64130.0,802
6471,64145.0,630
6472,64161.0,690
6474,64132.0,2601
6475,64134.0,403
6477,64106.0,2100
6479,64120.0,502
6480,64132.0,1401
6481,64132.0,702
6482,64109.0,650
6483,64120.0,650
6484,64131.0,801
6486,64117.0,690
6487,64106.0,2601
6488,64128.0,690
6490,64110.0,670
6491,64151.0,1188
6492,64151.0,640
6493,64106.0,650
6494,64130.0,210
6495,64128.0,801
6496,64129.0,831
6497,64110.0,1122
6498,64131.0,501
6499,64127.0,901
6500,64119.0,650
6501,64134.0,502
6502,64134.0,501
6503,64133.0,1401
6504,64114.0,501
6506,64153.0,690
6507,64131.0,403
6510,64109.0,831
6511,64105.0,2601
6512,64134.0,802
6513,64111.0,702
6515,64128.0,690
6516,64130.0,640
6517,64110.0,501
6518,64153.0,690
6520,64133.0,802
6521,64111.0,401
6523,64132.0,702
6524,64113.0,301
6525,64137.0,401
6526,64134.0,2601
6528,64155.0,1401
6529,64130.0,1401
6530,64129.0,1849
6531,64157.0,1849
6532,64124.0,1120
6533,64111.0,1850
6534,64108.0,640
6535,64108.0,690
6536,64130.0,802
6538,64123.0,702
6539,64131.0,2001
6540,64134.0,801
6541,64118.0,831
6542,64119.0,1401
6543,64130.0,2655
6544,64119.0,1401
6546,64133.0,2601
6547,64157.0,650
6548,64134.0,1188
6550,64130.0,2040
6551,64110.0,702
6552,64128.0,401
6553,64127.0,403
6554,64130.0,2100
6555,64133.0,1122
6556,64110.0,670
6557,64128.0,1648
6558,64132.0,1401
6559,64138.0,650
6560,64130.0,802
6561,64109.0,1401
6564,64130.0,802
6565,64128.0,302
6566,64145.0,630
6567,64156.0,1198
6568,64153.0,802
6569,64113.0,670
6570,64106.0,802
6571,64131.0,640
6572,64127.0,702
6573,64155.0,1001
6575,64130.0,802
6576,64131.0,302
6577,64113.0,640
6578,64133.0,1120
6579,64102.0,1120
6580,64151.0,640
6582,64130.0,802
6584,64108.0,2655
6585,64134.0,501
6586,64134.0,702
6587,64110.0,650
6588,64130.0,403
6590,64130.0,301
6591,64145.0,1401
6592,64137.0,702
6593,64137.0,640
6594,64117.0,801
6595,64127.0,501
6596,64138.0,501
6597,64131.0,501
6598,64151.0,640
6599,64130.0,802
6600,64158.0,2100
6601,64108.0,2601
6602,64132.0,640
6603,64127.0,802
6604,64111.0,640
6605,64113.0,640
6606,64116.0,801
6607,64130.0,1401
6608,64119.0,670
6611,64114.0,660
6612,64120.0,501
6614,64134.0,640
6615,64114.0,2601
6616,64124.0,302
6617,64127.0,1201
6618,64154.0,630
6619,64118.0,650
6620,64109.0,1401
6621,64106.0,1120
6622,64130.0,2402
6623,64133.0,630
6624,64136.0,670
6625,64127.0,702
6626,64117.0,1401
6627,64130.0,640
6628,64138.0,702
6631,64154.0,2655
6633,64131.0,802
6634,64134.0,802
6635,64127.0,301
6636,64123.0,650
6637,64131.0,650
6639,64127.0,401
6642,64118.0,690
6644,64111.0,1401
6645,64132.0,702
6646,64123.0,1122
6647,64151.0,801
6648,64127.0,831
6649,64111.0,802
6650,64112.0,1401
6651,64113.0,650
6653,64110.0,1401
6654,64112.0,702
6656,64108.0,690
6657,64138.0,702
6658,64105.0,1122
6659,64130.0,802
6662,64134.0,501
6663,64134.0,501
6665,64127.0,702
6667,64108.0,1401
6669,64158.0,690
6670,64119.0,3020
6671,64152.0,640
6672,64106.0,1849
6673,64106.0,2601
6674,64151.0,690
6675,64117.0,650
6676,64110.0,702
6677,64118.0,640
6678,64124.0,1401
6679,64109.0,1401
6680,64118.0,1198
6682,64117.0,640
6683,64155.0,801
6684,64145.0,302
6685,64134.0,401
6686,64154.0,1401
6687,64131.0,802
6688,64110.0,1120
6689,64127.0,501
6690,64124.0,802
6691,64133.0,702
6693,64155.0,2403
6694,64123.0,650
6695,64118.0,302
6696,64131.0,302
6697,64117.0,801
6698,64131.0,802
6699,64130.0,702
6700,64128.0,1849
6701,64126.0,650
6702,64130.0,2100
6703,64138.0,501
6704,64109.0,670
6706,64125.0,702
6707,64106.0,690
6712,64134.0,501
6713,64126.0,501
6714,64127.0,501
6717,64124.0,640
6718,64127.0,302
6719,64106.0,670
6720,64110.0,801
6721,64110.0,501
6722,64157.0,1401
6723,64106.0,801
6724,64118.0,802
6725,64118.0,2655
6726,64127.0,1401
6727,64119.0,1849
6728,64111.0,702
6729,64138.0,690
6730,64109.0,1849
6731,64127.0,401
6732,64127.0,2601
6733,64134.0,401
6734,64130.0,2601
6735,64115.0,650
6736,64110.0,702
6738,64117.0,650
6739,64134.0,401
6740,64127.0,2601
6741,64123.0,1188
6742,64127.0,1401
6743,64130.0,501
6744,64131.0,670
6745,64123.0,2655
6746,64145.0,2601
6748,64118.0,670
6750,64128.0,501
6751,64112.0,640
6752,64128.0,2601
6754,64106.0,670
6755,64130.0,802
6757,64131.0,502
6758,64130.0,801
6760,64130.0,1401
6761,64137.0,802
6762,64130.0,801
6764,64158.0,640
6765,64130.0,301
6766,64129.0,1401
6767,64131.0,302
6768,64132.0,502
6769,64130.0,802
6770,64138.0,2040
6771,64110.0,302
6772,64127.0,840
6773,64133.0,801
6774,64128.0,1849
6775,64106.0,2402
6778,64124.0,501
6779,64127.0,401
6781,64106.0,801
6782,64151.0,702
6783,64108.0,1849
6784,64118.0,802
6785,64113.0,630
6786,64128.0,702
6787,64127.0,401
6788,64111.0,1401
6789,64131.0,1120
6790,64130.0,402
6791,64108.0,1401
6792,64131.0,401
6793,64137.0,2604
6794,64134.0,1122
6795,64139.0,1850
6796,64123.0,630
6797,64123.0,802
6798,64116.0,801
6799,64128.0,801
6800,64153.0,1122
6801,64106.0,702
6802,64138.0,501
6803,64111.0,1401
6804,64125.0,501
6806,64109.0,840
6807,64134.0,1122
6808,64120.0,690
6809,64137.0,1401
6810,64130.0,801
6811,64105.0,670
6812,64123.0,501
6813,64152.0,1122
6814,64126.0,640
6815,64133.0,650
6816,64133.0,630
6817,64112.0,801
6818,64109.0,1849
6819,64109.0,1850
6820,64114.0,630
6821,64123.0,2601
6822,64108.0,1120
6824,64130.0,1401
6825,64118.0,301
6826,64118.0,1401
6827,64133.0,670
6828,64118.0,630
6829,64109.0,801
6830,64111.0,501
6831,64106.0,1850
6832,64110.0,702
6834,64105.0,650
6835,64127.0,2655
6837,64124.0,630
6838,64111.0,1401
6840,64119.0,302
6841,64128.0,650
6842,64109.0,802
6844,64109.0,1849
6845,64134.0,702
6846,64114.0,501
6848,64131.0,702
6849,64133.0,650
6850,64138.0,1401
6851,64106.0,670
6852,64109.0,2655
6853,64133.0,302
6854,64153.0,630
6856,64109.0,401
6857,64134.0,801
6858,64132.0,501
6859,64129.0,799
6860,64129.0,640
6861,64134.0,2402
6862,64130.0,502
6863,64130.0,802
6864,64112.0,2664
6866,64132.0,690
6867,64127.0,702
6870,64109.0,501
6871,64131.0,1651
6872,64106.0,2655
6873,64106.0,2655
6874,64130.0,630
6875,64156.0,640
6876,64129.0,640
6877,64127.0,2693
6878,64153.0,1849
6879,64127.0,2040
6880,64129.0,210
6881,64123.0,201
6882,64111.0,2100
6883,64133.0,2655
6884,64123.0,670
6885,64111.0,2100
6886,64109.0,2655
6887,64130.0,802
6888,64109.0,801
6889,64127.0,301
6890,64130.0,501
6892,64109.0,2655
6893,64138.0,301
6895,64109.0,2601
6896,64145.0,1401
6901,64123.0,2601
6902,64123.0,2655
6903,64110.0,801
6904,64130.0,901
6905,64154.0,650
6906,64131.0,301
6908,64123.0,690
6909,64111.0,640
6910,64134.0,401
6911,64129.0,1849
6912,64138.0,1401
6913,64130.0,802
6914,64130.0,702
6915,64134.0,501
6916,64134.0,802
6917,64110.0,702
6918,64127.0,1401
6920,64130.0,301
6922,64108.0,640
6923,64128.0,802
6924,64106.0,650
6925,64134.0,802
6926,64134.0,1122
6927,64134.0,1401
6928,64131.0,690
6930,64111.0,840
6931,64134.0,501
6932,64106.0,640
6933,64127.0,640
6934,64114.0,630
6935,64152.0,801
6937,64124.0,670
6939,64152.0,1198
6941,64106.0,831
6943,64108.0,690
6944,64151.0,2001
6946,54110.0,2402
6947,64119.0,802
6949,64110.0,501
6950,64118.0,1401
6951,64127.0,802
6952,64131.0,2655
6954,64151.0,802
6955,64130.0,802
6956,64116.0,1401
6958,64134.0,801
6959,64133.0,403
6960,64118.0,301
6962,64153.0,1401
6963,64129.0,1401
6964,64128.0,840
6965,64118.0,1198
6966,64106.0,401
6967,64106.0,401
6968,64130.0,501
6969,64109.0,403
6970,64106.0,670
6971,64119.0,801
6972,64132.0,1122
6973,64134.0,690
6974,64134.0,650
6975,64134.0,802
6976,64133.0,401
6977,64116.0,802
6978,64117.0,401
6980,64127.0,802
6981,64136.0,630
6983,64105.0,1770
6984,64124.0,403
6985,64110.0,831
6987,64153.0,630
6990,64130.0,802
6991,64133.0,640
6992,64117.0,501
6993,64117.0,650
6994,64108.0,2655
6995,64117.0,831
6999,64132.0,702
7002,64110.0,2655
7003,64130.0,1401
7004,64106.0,840
7006,64109.0,802
7007,64127.0,302
7008,64114.0,501
7012,64137.0,690
7014,64105.0,702
7015,64123.0,702
7016,64128.0,2655
7017,64111.0,2040
7018,64131.0,702
7019,64127.0,2693
7020,64152.0,1401
7021,64127.0,802
7023,64118.0,302
7024,64134.0,1401
7025,64131.0,501
7026,64127.0,401
7027,64120.0,2655
7028,64109.0,802
7031,64131.0,1001
7033,64132.0,801
7036,64106.0,2601
7037,64106.0,2601
7038,64137.0,2601
7040,64108.0,501
7041,64118.0,2041
7042,64106.0,401
7043,64108.0,1401
7044,64106.0,801
7045,64134.0,302
7046,64128.0,501
7047,64131.0,501
7048,64132.0,401
7051,64109.0,801
7052,64106.0,1401
7053,64130.0,1401
7054,64127.0,802
7055,64111.0,802
7056,64138.0,501
7057,64131.0,640
7058,64134.0,1401
7060,64108.0,401
7061,64132.0,801
7062,64111.0,1120
7063,64127.0,901
7064,64109.0,1122
7065,64130.0,1401
7066,64126.0,210
7067,64128.0,501
7068,64131.0,690
7069,64111.0,802
7071,64116.0,501
7072,64127.0,690
7073,64129.0,2601
7075,64151.0,1401
7076,64128.0,690
7077,64111.0,1401
7078,64114.0,690
7079,64113.0,501
7080,64106.0,1122
7081,64118.0,630
7083,64123.0,1120
7084,64134.0,702
7085,64130.0,802
7086,64151.0,1401
7087,64129.0,1401
7089,64117.0,650
7090,64106.0,2601
7091,64108.0,702
7092,64123.0,1401
7093,64130.0,802
7096,64120.0,690
7098,64127.0,1401
7099,64131.0,1401
7100,64108.0,670
7101,64137.0,401
7104,64108.0,670
7107,64134.0,1750
7109,64134.0,801
7110,64128.0,801
7111,64108.0,1401
7112,64106.0,670
7113,64114.0,1201
7114,64126.0,501
7115,64132.0,650
7116,64118.0,501
7117,64110.0,702
7119,64131.0,1401
7120,64109.0,2041
7123,64114.0,630
7124,64130.0,1401
7126,64127.0,840
7130,64130.0,1849
7132,64134.0,401
7134,64154.0,1401
7135,64116.0,702
7136,64130.0,501
7137,64120.0,2601
7138,64131.0,502
7139,64131.0,501
7140,64151.0,640
7141,64111.0,302
7142,64127.0,201
7143,64109.0,2402
7144,64131.0,801
7146,64116.0,401
7147,64127.0,702
7148,64123.0,670
7149,64136.0,802
7150,64114.0,501
7151,64151.0,802
7152,64116.0,690
7154,64125.0,831
7155,64116.0,501
7156,64154.0,630
7157,64109.0,401
7158,64123.0,702
7159,64132.0,801
7160,64111.0,1401
7162,64111.0,210
7163,64106.0,670
7164,64157.0,640
7165,64118.0,630
7166,64114.0,640
7167,64151.0,801
7168,64119.0,2100
7169,64131.0,401
7170,64110.0,1401
7171,64128.0,670
7172,64106.0,401
7173,64131.0,630
7174,64128.0,501
7176,64155.0,690
7177,64132.0,401
7178,64131.0,1401
7180,64132.0,201
7181,64111.0,2655
7182,64134.0,501
7183,64132.0,401
7184,64116.0,1401
7185,64124.0,650
7186,64129.0,650
7187,64127.0,801
7189,64130.0,630
7190,64118.0,2601
7191,64130.0,501
7194,64127.0,901
7195,64125.0,403
7196,64123.0,1401
7197,64138.0,501
7200,64112.0,650
7201,64130.0,2100
7202,64105.0,502
7203,64109.0,1849
7204,64133.0,2601
7205,64130.0,401
7209,64105.0,650
7210,64134.0,402
7211,64154.0,831
7212,64111.0,1401
7213,64123.0,2601
7215,64118.0,650
7216,64124.0,640
7217,64132.0,801
7218,64130.0,702
7219,64155.0,501
7220,64111.0,1401
7222,64134.0,501
7223,64131.0,801
7225,64108.0,2601
7226,64132.0,1849
7227,64123.0,670
7228,64130.0,230
7230,64108.0,302
7231,64130.0,401
7232,64127.0,640
7233,64155.0,802
7234,64111.0,2402
7236,64117.0,690
7237,64111.0,802
7238,64130.0,802
7239,64124.0,702
7240,64134.0,501
7241,64138.0,1188
7243,64134.0,702
7244,64109.0,2402
7245,64111.0,2601
7246,64128.0,403
7247,64109.0,501
7248,64108.0,501
7249,64119.0,690
7250,64130.0,302
7251,64119.0,1122
7252,64132.0,801
7254,64130.0,2402
7255,64116.0,702
7256,64130.0,2402
7257,64126.0,501
7258,64154.0,302
7259,64127.0,801
7260,64132.0,1401
7261,64111.0,2402
7262,64111.0,802
7263,64110.0,802
7264,64126.0,2655
7266,64116.0,1198
7267,64154.0,670
7268,64110.0,1401
7269,64131.0,1651
7270,64109.0,640
7271,64110.0,670
7272,64124.0,640
7273,64133.0,2661
7274,64110.0,501
7276,64108.0,702
7279,64119.0,301
7280,64132.0,501
7281,64128.0,840
7282,64127.0,802
7283,64133.0,301
7284,64128.0,1401
7285,64118.0,502
7287,64127.0,801
7288,64154.0,650
7290,64127.0,702
7291,64133.0,640
7292,64128.0,401
7294,64133.0,630
7295,64111.0,702
7296,64117.0,210
7297,64128.0,1401
7298,64111.0,670
7300,64127.0,690
7301,64124.0,801
7302,64157.0,802
7303,64131.0,501
7304,64133.0,802
7305,64127.0,702
7306,64138.0,1401
7307,64130.0,210
7309,64133.0,702
7310,64127.0,501
7311,64127.0,650
7312,64105.0,702
7313,64103.0,2601
7315,64128.0,401
7316,64109.0,302
7317,64108.0,640
7318,64123.0,1750
7319,64128.0,690
7320,64119.0,702
7321,64138.0,403
7322,64145.0,401
7323,64124.0,501
7324,64133.0,640
7325,64114.0,501
7326,64129.0,1201
7327,64110.0,802
7328,64117.0,2655
7329,64132.0,670
7330,64127.0,502
7332,64130.0,670
7333,64111.0,1849
7334,64134.0,702
7335,64133.0,2601
7337,64113.0,650
7338,64109.0,650
7341,64131.0,501
7343,64124.0,501
7344,64130.0,802
7345,64112.0,401
7347,64133.0,670
7348,64134.0,501
7349,64137.0,401
7351,64101.0,2201
7353,64120.0,650
7354,64127.0,401
7355,64134.0,2001
7357,64127.0,1401
7358,64124.0,501
7359,64114.0,702
7360,64132.0,630
7362,64111.0,1401
7363,64129.0,1001
7364,64128.0,1546
7365,64111.0,702
7366,64138.0,403
7369,64125.0,799
7370,64112.0,2664
7371,64126.0,402
7372,64124.0,690
7373,64110.0,501
7374,64127.0,901
7375,64132.0,501
7376,64127.0,802
7377,64129.0,801
7378,64110.0,2040
7381,64112.0,802
7382,64106.0,302
7384,64111.0,1120
7385,64132.0,802
7386,64158.0,2001
7388,64111.0,640
7389,64106.0,1850
7390,64131.0,702
7391,64127.0,702
7392,64109.0,2655
7393,64127.0,650
7394,64110.0,2601
7395,64106.0,2601
7396,64120.0,1401
7397,64126.0,802
7398,64108.0,640
7399,64117.0,1651
7400,64109.0,702
7401,64130.0,301
7403,64153.0,1120
7404,64107.0,401
7405,64131.0,2054
7406,64130.0,2001
7407,64108.0,2601
7409,64106.0,690
7411,64117.0,802
7412,64138.0,690
7413,64139.0,690
7415,64108.0,690
7416,64128.0,1401
7417,64110.0,670
7418,64109.0,501
7419,64105.0,802
7421,64131.0,501
7422,64155.0,1198
7423,64111.0,640
7424,64130.0,501
7425,64128.0,650
7426,64158.0,640
7427,64128.0,690
7429,64108.0,502
7430,64111.0,640
7432,64116.0,3020
7434,64158.0,640
7435,64118.0,650
7437,64129.0,302
7438,64124.0,2100
7439,64130.0,1401
7440,64118.0,630
7441,64108.0,801
7442,64110.0,802
7443,64131.0,1401
7444,64127.0,801
7445,64111.0,1401
7446,64105.0,702
7447,64127.0,640
7448,64126.0,301
7449,64124.0,650
7450,64123.0,2601
7451,64127.0,650
7455,64106.0,670
7458,64138.0,403
7459,99999.0,650
7460,64108.0,302
7462,64130.0,1401
7463,64117.0,831
7464,64113.0,650
7465,64123.0,2601
7466,64114.0,501
7467,64124.0,640
7468,64138.0,501
7469,64132.0,802
7470,64118.0,302
7471,64111.0,690
7472,64126.0,801
7473,64114.0,801
7474,64111.0,640
7475,64114.0,640
7478,64134.0,650
7479,64128.0,1849
7480,64127.0,640
7481,64128.0,670
7482,64111.0,1401
7484,64110.0,702
7485,64130.0,802
7486,64124.0,502
7488,64114.0,702
7491,64111.0,702
7492,64118.0,801
7493,64112.0,640
7494,64114.0,1701
7495,64106.0,630
7496,64155.0,802
7497,64129.0,1742
7498,64108.0,670
7500,64130.0,670
7502,64130.0,802
7503,64136.0,1401
7504,64133.0,2655
7505,64117.0,670
7506,64130.0,1850
7507,64110.0,1701
7508,64127.0,690
7509,64111.0,702
7510,64124.0,502
7511,64110.0,501
7512,64129.0,301
7513,64111.0,702
7514,64109.0,802
7516,64106.0,2402
7517,64110.0,802
7519,64120.0,1120
7520,64101.0,1352
7521,64131.0,802
7522,64111.0,840
7523,64130.0,650
7524,64124.0,502
7525,64131.0,1401
7526,64116.0,1401
7527,64114.0,630
7529,64116.0,501
7530,64113.0,640
7531,64111.0,802
7532,64158.0,690
7533,64127.0,702
7534,64130.0,802
7535,64111.0,670
7536,64110.0,650
7537,64128.0,401
7538,64133.0,630
7539,64151.0,630
7540,64132.0,501
7541,64128.0,301
7543,64133.0,802
7544,64111.0,501
7545,64108.0,640
7546,64157.0,502
7547,64106.0,801
7550,64151.0,690
7551,64130.0,831
7553,64118.0,802
7554,64134.0,401
7555,64117.0,702
7556,64108.0,640
7557,64129.0,640
7559,64126.0,302
7560,64110.0,1849
7561,64119.0,802
7562,64127.0,401
7564,64130.0,1188
7565,64113.0,640
7566,64131.0,502
7567,64127.0,702
7570,64111.0,702
7572,64138.0,801
7573,64109.0,1849
7575,64105.0,1401
7576,64153.0,640
7577,64132.0,802
7578,64130.0,1401
7579,64111.0,650
7580,64131.0,670
7582,64138.0,1401
7583,64123.0,802
7584,64145.0,802
7585,64151.0,690
7587,64132.0,501
7588,64133.0,1401
7591,64118.0,831
7592,64125.0,501
7594,64127.0,302
7595,64124.0,1401
7596,64110.0,2601
7598,64131.0,401
7599,64127.0,401
7600,64127.0,501
7601,64110.0,702
7602,64154.0,630
7603,64111.0,401
7604,64134.0,302
7605,64109.0,670
7606,64106.0,501
7607,64108.0,801
7608,64111.0,1742
7610,64123.0,702
7611,64127.0,401
7612,64127.0,802
7613,64127.0,801
7614,64123.0,702
7615,64126.0,501
7616,64130.0,670
7617,64101.0,1401
7618,64138.0,1401
7619,64118.0,630
7620,64127.0,501
7621,64125.0,802
7622,64124.0,690
7623,64131.0,802
7624,64110.0,801
7625,64111.0,2655
7626,64110.0,702
7627,64123.0,660
7629,64118.0,801
