,Offense,Age,Month,Day,Year
994,401,23.0,01,05,2015
995,840,21.0,01,26,2015
996,2601,48.0,06,22,2015
997,1651,50.0,07,28,2015
998,640,,12,18,2015
999,301,,06,01,2015
1000,840,50.0,04,05,2015
1001,2655,,04,09,2015
1002,401,54.0,09,11,2015
1003,1401,47.0,01,18,2015
1004,302,,12,12,2015
1005,640,45.0,07,05,2015
1006,302,29.0,01,09,2015
1007,801,38.0,04,15,2015
1008,2655,25.0,03,04,2015
1009,840,21.0,08,31,2015
1010,2100,,04,26,2015
1011,1850,38.0,10,17,2015
1012,2100,20.0,07,10,2015
1013,2402,,07,12,2015
1014,401,,04,11,2015
1015,2402,39.0,01,18,2015
1016,1849,,03,08,2015
1017,1401,34.0,03,30,2015
1018,1401,,12,19,2015
1019,1849,19.0,05,31,2015
1020,802,41.0,11,01,2015
1021,302,,02,25,2015
1022,2601,30.0,07,17,2015
1023,690,52.0,04,25,2015
1024,640,,09,11,2015
1025,1850,,04,17,2015
1026,1651,,08,24,2015
1027,702,,07,04,2015
1028,1850,19.0,08,09,2015
1029,1401,,05,09,2015
1030,1850,,01,14,2015
1031,302,,02,01,2015
1032,802,25.0,04,27,2015
1033,1850,19.0,03,15,2015
1034,702,,12,01,2015
1035,840,21.0,01,20,2015
1036,2402,27.0,10,10,2015
1037,799,51.0,08,21,2015
1038,640,32.0,08,11,2015
1039,401,,03,12,2015
1040,690,,11,04,2015
1041,401,,04,26,2015
1042,802,20.0,04,10,2015
1043,1850,,08,21,2015
1044,2100,57.0,01,04,2015
1045,1401,46.0,10,22,2015
1046,1850,,03,24,2015
1047,2601,50.0,08,21,2015
1048,801,27.0,11,28,2015
1049,2693,25.0,12,11,2015
1050,401,,08,15,2015
1051,2601,,04,09,2015
1052,402,,05,22,2015
1053,840,43.0,03,25,2015
1054,401,,03,01,2015
1055,401,30.0,12,22,2015
1056,650,,11,21,2015
1057,1850,50.0,05,02,2015
1058,1850,,10,12,2015
1059,640,,09,07,2015
1060,702,,03,07,2015
1061,2100,20.0,12,19,2015
1062,2601,,07,31,2015
1063,831,18.0,06,30,2015
1064,690,18.0,04,21,2015
1065,401,56.0,07,19,2015
1066,401,20.0,12,13,2015
1067,401,,09,11,2015
1068,640,,12,30,2015
1069,2601,,08,31,2015
1070,1651,30.0,04,16,2015
1071,1850,35.0,11,29,2015
1072,801,29.0,09,17,2015
1073,401,23.0,06,12,2015
1074,1401,51.0,09,28,2015
1075,301,40.0,04,28,2015
1076,640,25.0,11,03,2015
1077,1352,21.0,08,11,2015
1078,1849,,01,24,2015
1079,1770,30.0,11,05,2015
1080,802,22.0,11,04,2015
1081,402,23.0,10,02,2015
1082,840,32.0,12,18,2015
1083,799,,02,05,2015
1084,302,,01,09,2015
1085,1651,36.0,12,10,2015
1086,2402,,08,03,2015
1087,401,57.0,09,07,2015
1088,1849,,12,23,2015
1089,401,,06,06,2015
1090,1849,,04,22,2015
1091,301,,09,01,2015
1092,401,18.0,01,18,2015
1093,401,,07,11,2015
1094,702,,12,14,2015
1095,302,,08,25,2015
1096,401,25.0,10,14,2015
1097,640,29.0,10,22,2015
1098,2402,35.0,12,02,2015
1099,2201,,04,02,2015
1100,301,45.0,05,19,2015
1101,1001,30.0,11,12,2015
1102,1352,,06,03,2015
1103,201,20.0,09,27,2015
1104,799,,03,04,2015
1105,1849,,06,02,2015
1106,802,49.0,05,26,2015
1107,801,29.0,03,14,2015
1108,1849,,06,16,2015
1109,2601,37.0,05,10,2015
1110,702,,11,20,2015
1111,802,25.0,08,28,2015
1112,403,21.0,08,24,2015
1113,801,20.0,05,31,2015
1114,1401,,08,28,2015
1115,2201,33.0,04,02,2015
1116,401,56.0,11,12,2015
1117,2601,,12,31,2015
1118,840,46.0,12,04,2015
1119,650,29.0,12,14,2015
1120,1652,,05,08,2015
1121,1849,,01,30,2015
1122,690,,11,09,2015
1123,801,,01,03,2015
1124,2100,23.0,09,26,2015
1125,801,28.0,09,14,2015
1126,640,,06,23,2015
1127,802,32.0,07,01,2015
1128,401,,01,11,2015
1129,1850,,03,02,2015
1130,402,28.0,11,02,2015
1131,801,27.0,01,04,2015
1132,1401,,01,18,2015
1133,1849,26.0,06,23,2015
1134,640,,05,05,2015
1135,301,,02,14,2015
1136,1651,,03,31,2015
1137,1849,25.0,01,18,2015
1138,2100,46.0,03,15,2015
1139,403,19.0,12,13,2015
1140,801,,05,26,2015
1141,2403,44.0,03,07,2015
1142,2601,22.0,11,04,2015
1143,799,,11,04,2015
1144,2402,,04,04,2015
1145,2601,26.0,09,03,2015
1146,1652,36.0,03,31,2015
1147,301,,07,31,2015
1148,2601,,02,24,2015
1149,1546,,06,15,2015
1150,302,47.0,03,01,2015
1151,1651,47.0,07,07,2015
1152,650,33.0,02,08,2015
1153,2100,53.0,,,
1154,302,,06,29,2015
1155,690,,01,01,2013
1156,2655,,08,20,2015
1157,1850,,07,09,2015
1158,1849,24.0,09,24,2015
1159,802,45.0,05,10,2015
1160,2100,31.0,11,12,2015
1161,401,19.0,06,06,2015
1162,690,,01,27,2015
1163,1850,22.0,09,02,2015
1164,799,,01,03,2015
1165,2402,,08,30,2015
1166,702,71.0,05,23,2015
1167,640,,10,23,2015
1168,840,24.0,02,21,2015
1169,2100,51.0,09,25,2015
1170,2402,,03,12,2015
1171,403,25.0,08,05,2015
1172,2402,31.0,07,25,2015
1173,802,25.0,09,04,2015
1174,801,36.0,12,19,2015
1175,801,,01,04,2015
1176,302,27.0,06,29,2015
1177,301,44.0,10,16,2015
1178,802,35.0,09,20,2015
1179,1850,,01,25,2014
1180,2601,29.0,10,27,2015
1181,1750,20.0,02,25,2015
1182,2402,34.0,06,16,2015
1183,2601,,07,25,2015
1184,1401,,09,11,2015
1185,2100,20.0,05,14,2015
1186,1849,,08,19,2015
1187,690,,10,15,2015
1188,1401,25.0,09,12,2015
1189,690,,04,24,2015
1190,690,20.0,11,09,2015
1191,403,,08,02,2015
1192,801,28.0,11,07,2015
1193,640,,01,26,2015
1194,702,,01,01,2015
1195,702,,09,01,2015
1196,702,19.0,02,21,2015
1197,801,37.0,09,07,2015
1198,1849,,10,20,2015
1199,302,18.0,12,13,2015
1200,1546,,04,13,2015
1201,2661,27.0,09,15,2015
1202,2100,45.0,09,25,2015
1203,403,27.0,04,24,2015
1204,2402,21.0,10,11,2015
1205,640,,06,28,2015
1206,1849,,09,30,2015
1207,401,,01,09,2015
1208,301,29.0,06,11,2015
1209,802,24.0,06,21,2015
1210,1850,37.0,10,12,2015
1211,302,,05,24,2015
1212,3070,38.0,03,17,2015
1213,1849,,09,02,2015
1214,1849,37.0,02,05,2015
1215,401,,01,11,2015
1216,801,45.0,08,14,2015
1217,301,46.0,01,13,2015
1218,1401,,08,18,2015
1219,2655,46.0,02,20,2015
1220,2100,27.0,04,06,2015
1221,840,,08,31,2015
1222,1849,,09,08,2015
1223,1849,,08,04,2015
1224,2601,21.0,01,30,2015
1225,2601,31.0,09,08,2015
1226,401,,05,30,2015
1227,1850,,06,16,2015
1228,840,,07,03,2015
1229,301,26.0,01,11,2015
1230,1849,31.0,08,03,2015
1231,640,,10,09,2015
1232,2100,,09,26,2015
1233,2601,,09,03,2015
1234,201,,03,30,2015
1235,1850,,11,16,2015
1236,799,,01,03,2015
1237,640,33.0,09,08,2015
1238,2601,44.0,05,07,2015
1239,1850,,05,23,2015
1240,2601,,05,17,2015
1241,702,,05,21,2015
1242,1849,52.0,03,13,2015
1243,1546,,07,27,2015
1244,801,37.0,04,11,2015
1245,401,,07,26,2015
1246,2655,,02,20,2015
1247,690,29.0,01,18,2015
1248,2601,,01,30,2015
1249,1401,,08,18,2015
1250,1849,,01,30,2015
1251,2655,62.0,07,04,2015
1252,1850,40.0,05,23,2015
1253,1401,,04,04,2015
1254,210,20.0,08,13,2015
1255,2655,28.0,08,09,2015
1256,2402,49.0,12,02,2015
1257,650,,11,04,2015
1258,302,,11,16,2015
1259,640,,04,03,2015
1260,1546,,12,18,2015
1261,1770,47.0,07,15,2015
1262,2100,28.0,12,30,2015
1263,1401,34.0,08,01,2015
1264,650,29.0,11,22,2015
1265,401,24.0,09,22,2015
1266,2201,,11,11,2015
1267,840,,,,
1268,302,18.0,12,13,2015
1269,620,32.0,08,19,2015
1270,2655,,08,19,2015
1271,1401,48.0,08,02,2015
1272,2402,41.0,09,25,2015
1273,1849,,11,02,2015
1274,1850,,09,08,2015
1275,1401,,11,09,2015
1276,201,,08,29,2015
1277,403,27.0,03,10,2015
1278,801,,10,08,2015
1279,401,34.0,09,11,2015
1280,640,,03,12,2015
1281,801,50.0,10,06,2015
1282,801,32.0,06,05,2015
1283,2100,27.0,02,01,2015
1284,840,,09,04,2015
1285,802,31.0,10,22,2015
1286,2100,,03,22,2015
1287,690,20.0,11,09,2015
1288,690,23.0,04,10,2015
1289,840,,07,11,2015
1290,1401,,11,12,2015
1291,2402,40.0,08,01,2015
1292,640,,09,27,2015
1293,302,,12,02,2015
1294,1849,25.0,05,06,2015
1295,1849,,10,24,2015
1296,301,,05,19,2015
1297,2402,,07,02,2015
1298,702,,10,26,2015
1299,802,32.0,05,03,2015
1300,1850,50.0,04,05,2015
1301,301,29.0,10,16,2015
1302,640,,09,04,2015
1303,2402,,03,02,2015
1304,702,23.0,03,28,2015
1305,702,21.0,10,15,2015
1306,1849,,10,17,2015
1307,640,,01,16,2015
1308,2402,,01,17,2015
1309,1850,20.0,07,21,2015
1310,301,,03,11,2015
1311,1850,,03,18,2015
1312,1849,,05,15,2015
1313,401,60.0,,,
1314,1849,,04,14,2015
1315,302,49.0,02,11,2015
1316,2100,25.0,02,25,2015
1317,802,18.0,01,31,2015
1318,1849,34.0,09,25,2015
1319,1849,26.0,12,09,2015
1320,1401,,10,17,2015
1321,1850,,04,29,2015
1322,702,,08,02,2015
1323,2601,,03,09,2015
1324,401,26.0,09,26,2015
1325,2402,22.0,02,14,2015
1326,301,25.0,03,03,2015
1327,2655,23.0,06,29,2015
1328,1849,,03,11,2015
1329,702,65.0,07,10,2015
1330,690,,01,01,2015
1331,840,,03,14,2015
1332,2100,31.0,02,26,2015
1333,401,44.0,05,01,2015
1334,640,22.0,03,10,2015
1335,2655,,08,09,2015
1336,2601,,10,06,2015
1337,1850,,03,13,2015
1338,802,43.0,07,12,2015
1339,1849,,07,15,2015
1340,1401,20.0,11,09,2015
1341,1352,,06,21,2015
1342,801,,11,28,2015
1343,801,29.0,07,07,2015
1344,640,39.0,10,24,2015
1345,801,,09,26,2015
1346,2601,33.0,08,05,2015
1347,402,28.0,11,01,2015
1348,3020,,11,01,2015
1349,610,30.0,10,02,2015
1350,201,,03,30,2015
1351,2601,,09,09,2015
1352,650,56.0,04,30,2015
1353,1849,,11,03,2015
1354,301,43.0,08,03,2015
1355,1652,,05,06,2015
1356,1849,,11,18,2015
1357,1849,20.0,02,21,2015
1358,403,27.0,10,18,2015
1359,802,55.0,10,17,2015
1360,1849,,06,27,2015
1361,799,,05,11,2015
1362,2100,29.0,06,12,2015
1363,2655,,06,25,2015
1364,2601,21.0,01,26,2015
1365,2601,50.0,07,10,2015
1366,1850,,10,26,2015
1367,801,22.0,03,11,2015
1368,2100,,01,16,2015
1369,401,34.0,05,04,2015
1370,1401,,07,06,2015
1371,401,18.0,05,08,2015
1372,840,20.0,07,21,2015
1373,1849,,01,04,2015
1374,401,,01,11,2015
1375,2403,,06,19,2015
1376,1849,,02,17,2015
1377,690,,10,26,2015
1378,1546,21.0,12,26,2015
1379,1849,42.0,08,11,2015
1380,702,,08,18,2015
1381,1546,,12,22,2015
1382,1849,42.0,03,07,2015
1383,2100,,10,31,2015
1384,802,20.0,12,09,2015
1385,302,20.0,08,31,2015
1386,403,31.0,06,10,2015
1387,840,26.0,11,07,2015
1388,301,47.0,10,16,2015
1389,1849,,07,03,2015
1390,302,,01,09,2015
1391,401,26.0,10,16,2015
1392,401,56.0,09,05,2015
1393,702,,12,22,2015
1394,1849,41.0,03,08,2015
1395,901,44.0,12,22,2015
1396,1652,,03,31,2015
1397,1401,,10,03,2015
1398,702,26.0,06,21,2015
1399,802,29.0,01,26,2015
1400,801,26.0,07,20,2015
1401,650,,09,21,2015
1402,1401,58.0,04,03,2015
1403,402,24.0,05,22,2015
1404,2403,50.0,05,02,2015
1405,301,46.0,10,22,2015
1406,2100,,09,04,2015
1407,1401,,04,22,2015
1408,2601,,04,05,2015
1409,2402,39.0,05,02,2015
1410,2601,19.0,09,08,2015
1411,702,31.0,10,06,2015
1412,640,,10,23,2015
1413,640,39.0,06,23,2015
1414,702,,12,07,2015
1415,2601,,12,01,2015
1416,1850,48.0,04,17,2015
1417,1849,,11,02,2015
1418,1849,,11,18,2015
1419,302,68.0,08,02,2015
1420,2100,29.0,12,13,2015
1421,831,31.0,05,26,2015
1422,2100,,10,17,2015
1423,302,,07,23,2015
1424,801,29.0,09,01,2015
1425,801,20.0,10,16,2015
1426,401,,09,09,2015
1427,401,,07,05,2015
1428,2041,30.0,04,07,2015
1429,702,41.0,01,16,2015
1430,799,,09,19,2015
1431,801,20.0,08,05,2015
1432,640,,02,15,2015
1433,2655,,04,18,2015
1434,801,29.0,07,07,2015
1435,640,,11,03,2015
1436,1850,,10,22,2015
1437,2601,21.0,07,24,2015
1438,2655,43.0,04,11,2015
1439,401,,09,26,2015
1440,2100,29.0,06,05,2015
1441,1850,50.0,06,11,2015
1442,2402,,04,04,2015
1443,802,41.0,05,17,2015
1444,801,,02,06,2015
1445,301,59.0,07,14,2015
1446,1849,,04,14,2015
1447,840,34.0,11,10,2015
1448,1401,33.0,10,03,2015
1449,640,,06,28,2015
1450,1850,,08,24,2015
1451,2655,,09,05,2015
1452,403,40.0,01,25,2015
1453,302,,04,09,2015
1454,201,20.0,08,19,2015
1455,1849,,06,25,2015
1456,1849,,10,09,2015
1457,640,29.0,08,15,2015
1458,801,54.0,09,16,2015
1459,1849,19.0,03,09,2015
1460,690,,01,21,2015
1461,1401,,11,03,2015
1462,1651,,05,08,2015
1463,1401,,11,11,2015
1464,802,22.0,06,04,2015
1465,702,35.0,02,24,2015
1466,2601,62.0,02,14,2015
1467,403,22.0,08,02,2015
1468,840,34.0,05,15,2015
1469,1849,,12,06,2015
1470,401,24.0,04,12,2015
1471,801,48.0,10,08,2015
1472,801,54.0,07,06,2015
1473,2601,,05,16,2015
1474,690,65.0,06,12,2015
1475,2100,,01,01,2015
1476,401,,04,26,2015
1477,2100,,09,21,2015
1478,302,49.0,07,23,2015
1479,1401,,09,05,2015
1480,1849,,09,02,2015
1481,401,31.0,08,31,2015
1482,702,,01,01,2015
1483,840,,03,06,2015
1484,302,39.0,12,13,2015
1485,1651,41.0,10,08,2015
1486,802,52.0,07,22,2015
1487,302,,10,29,2015
1488,302,,01,14,2015
1489,1849,,04,23,2015
1490,640,,06,12,2015
1491,301,,09,30,2015
1492,301,,10,08,2015
1493,1401,22.0,05,01,2015
1494,2604,,10,10,2015
1495,650,31.0,01,17,2015
1496,802,44.0,10,17,2015
1497,302,,11,09,2015
1498,802,24.0,03,22,2015
1499,1849,,07,24,2015
1500,301,21.0,10,28,2015
1501,1849,,11,17,2015
1502,1849,,01,05,2015
1503,301,,11,08,2015
1504,840,23.0,04,12,2015
1505,801,,08,02,2015
1506,802,25.0,09,27,2015
1507,2201,61.0,03,28,2015
1508,1849,,05,30,2015
1509,2655,,07,04,2015
1510,1546,54.0,02,22,2015
1511,1401,,01,03,2015
1512,2402,,05,02,2015
1513,840,,,,
1514,840,39.0,09,13,2015
1515,1850,48.0,10,07,2015
1516,2604,,11,23,2015
1517,670,,11,08,2015
1518,1850,,09,04,2015
1519,640,,03,27,2015
1520,302,27.0,11,05,2015
1521,2100,,08,13,2015
1522,2402,,09,06,2015
1523,702,27.0,09,15,2015
1524,1652,,11,19,2015
1525,802,25.0,05,31,2015
1526,640,27.0,01,25,2015
1527,301,24.0,11,03,2015
1528,840,55.0,08,16,2015
1529,302,52.0,06,12,2015
1530,2601,,09,07,2015
1531,1850,,04,20,2015
1532,2402,,,,
1533,1849,,09,02,2015
1534,1849,,11,05,2015
1535,640,,06,21,2015
1536,1849,18.0,08,06,2015
1537,401,27.0,11,21,2015
1538,2661,,05,03,2015
1539,2601,,01,17,2015
1540,2601,45.0,08,21,2015
1541,702,,06,15,2015
1542,1546,,01,12,2015
1543,302,35.0,03,04,2015
1544,801,52.0,04,26,2015
1545,401,26.0,05,31,2015
1546,302,,07,25,2015
1547,2100,34.0,02,28,2015
1548,1850,,01,15,2015
1549,302,25.0,06,29,2015
1550,1850,,07,11,2015
1551,702,,03,28,2015
1552,640,,12,11,2015
1553,840,,09,04,2015
1554,702,,06,19,2015
1555,2601,73.0,07,16,2015
1556,650,,03,04,2015
1557,1401,51.0,08,06,2015
1558,2601,46.0,01,22,2015
1559,1352,,06,15,2015
1560,690,,01,11,2015
1561,2402,,04,05,2015
1562,1850,,02,07,2015
1563,831,24.0,01,22,2015
1564,650,25.0,04,30,2015
1565,302,38.0,10,24,2015
1566,2601,20.0,10,02,2015
1567,640,24.0,04,11,2015
1568,702,,10,09,2015
1569,1652,25.0,05,08,2015
1570,640,30.0,01,31,2015
1571,2100,38.0,02,13,2015
1572,302,41.0,12,08,2015
1573,2601,33.0,10,03,2015
1574,2402,,01,17,2015
1575,301,23.0,10,01,2015
1576,302,,10,29,2015
1577,301,36.0,07,29,2015
1578,802,22.0,10,16,2015
1579,640,34.0,07,12,2015
1580,1849,,03,07,2015
1581,802,30.0,03,14,2015
1582,702,58.0,11,05,2015
1583,1702,,08,12,2015
1584,1401,,07,18,2015
1585,2402,,07,18,2015
1586,401,24.0,09,26,2015
1587,690,22.0,06,07,2015
1588,802,20.0,11,04,2015
1589,1849,24.0,03,27,2015
1590,702,20.0,10,19,2014
1591,1849,,01,12,2015
1592,1651,53.0,10,09,2015
1593,1849,20.0,08,13,2015
1594,2601,,03,11,2015
1595,1850,51.0,02,24,2015
1596,2601,,07,16,2015
1597,650,,06,12,2015
1598,301,,05,07,2015
1599,301,30.0,03,21,2015
1600,1401,,11,03,2015
1601,650,,04,15,2015
1602,702,36.0,12,23,2015
1603,301,30.0,10,27,2015
1604,1850,39.0,07,02,2015
1605,640,,11,15,2015
1606,1651,,12,10,2015
1607,401,,12,18,2015
1608,802,37.0,10,08,2015
1609,401,43.0,07,07,2015
1610,401,,08,18,2015
1611,702,30.0,05,17,2015
1612,1546,,03,30,2015
1613,2402,,10,11,2015
1614,302,,12,12,2015
1615,301,61.0,03,02,2015
1616,1850,,08,25,2015
1617,840,30.0,10,16,2015
1618,2054,31.0,01,30,2015
1619,1352,,04,06,2015
1620,2604,20.0,06,21,2015
1621,1849,,11,19,2015
1622,302,,04,09,2015
1623,802,21.0,07,12,2015
1624,1401,,04,04,2015
1625,799,,03,12,2015
1626,401,32.0,05,01,2015
1627,301,52.0,06,01,2015
1628,801,,06,20,2015
1629,1546,20.0,09,04,2015
1630,799,,09,27,2015
1631,1849,20.0,04,26,2015
1632,2100,32.0,04,22,2015
1633,1849,35.0,01,18,2015
1634,2601,,09,03,2015
1635,2655,,06,09,2015
1636,1849,59.0,06,18,2015
1637,403,41.0,09,06,2015
1638,2601,,07,06,2015
1639,1850,,05,15,2015
1640,1849,,08,30,2015
1641,1122,,09,16,2015
1642,1849,,03,04,2015
1643,1850,,02,22,2015
1644,1352,,01,16,2015
1645,401,43.0,07,03,2015
1646,1401,21.0,09,21,2015
1647,2601,49.0,03,29,2015
1648,640,20.0,10,24,2015
1649,1849,23.0,01,25,2015
1650,401,36.0,01,11,2015
1651,1401,,05,25,2015
1652,840,20.0,07,21,2015
1653,690,,06,30,2015
1654,640,,03,10,2015
1655,801,35.0,08,05,2015
1656,630,32.0,10,08,2015
1657,1849,27.0,06,07,2015
1658,801,48.0,11,14,2015
1659,1849,,11,23,2015
1660,1850,28.0,10,12,2015
1661,2100,27.0,11,29,2015
1662,2402,,10,24,2015
1663,301,37.0,08,30,2015
1664,401,40.0,01,19,2015
1665,401,21.0,09,01,2015
1666,801,54.0,06,11,2015
1667,801,23.0,04,28,2015
1668,702,,01,29,2015
1669,801,53.0,08,05,2015
1670,2100,,03,28,2015
1671,2601,45.0,05,30,2015
1672,302,48.0,12,13,2015
1673,1849,,02,03,2015
1674,1770,44.0,03,28,2015
1675,640,29.0,01,29,2015
1676,801,25.0,06,05,2015
1677,1849,,05,14,2015
1678,2100,,07,23,2015
1679,640,,07,21,2015
1680,1401,,10,17,2015
1681,1850,,11,23,2015
1682,2402,41.0,05,23,2015
1683,401,,07,30,2015
1684,801,57.0,05,26,2015
1685,1352,,06,15,2015
1686,1401,,08,06,2015
1687,301,30.0,10,04,2015
1688,801,54.0,10,26,2015
1689,1849,,12,05,2015
1690,840,,06,11,2015
1691,1849,,08,11,2015
1692,1546,54.0,10,21,2015
1693,840,30.0,07,20,2015
1694,1849,,04,13,2015
1695,1849,,04,03,2015
1696,1850,,01,27,2015
1697,801,25.0,12,03,2015
1698,640,27.0,07,26,2015
1699,401,26.0,04,22,2015
1700,501,39.0,04,29,2015
1701,2100,35.0,07,01,2015
1702,799,,02,05,2015
1703,840,18.0,05,13,2015
1704,2402,,08,16,2014
1705,1849,,12,22,2015
1706,1546,,05,23,2015
1707,1401,,07,13,2015
1708,690,,07,19,2015
1709,702,,12,19,2015
1710,1850,,10,12,2015
1711,2100,,02,01,2015
1712,1401,41.0,01,27,2015
1713,401,,03,30,2015
1714,1651,,07,28,2015
1715,1401,,08,08,2015
1716,1849,57.0,06,13,2015
1717,801,,11,10,2015
1718,2201,33.0,02,23,2015
1719,1546,,07,15,2015
1720,401,44.0,03,29,2015
1721,2001,30.0,01,25,2015
1722,2100,25.0,05,09,2015
1723,1352,,11,24,2015
1724,1651,33.0,07,28,2015
1725,2601,,04,10,2015
1726,403,24.0,10,28,2015
1727,1849,21.0,09,26,2015
1728,690,20.0,01,10,2015
1729,301,,07,26,2015
1730,302,20.0,08,31,2015
1731,2601,24.0,05,30,2015
1732,301,55.0,09,28,2015
1733,1546,18.0,10,09,2015
1734,801,,08,09,2015
1735,1401,64.0,01,27,2015
1736,702,44.0,12,22,2015
1737,401,36.0,10,19,2015
1738,401,,09,22,2015
1739,799,62.0,03,20,2015
1740,1850,,05,14,2015
1741,1849,,10,29,2015
1742,1651,55.0,12,10,2015
1743,2100,25.0,05,23,2015
1744,302,26.0,02,17,2015
1745,1546,,12,14,2015
1746,2402,,03,18,2015
1747,802,38.0,10,04,2015
1748,1546,,04,12,2015
1749,801,29.0,04,11,2015
1750,1651,33.0,03,31,2015
1751,302,26.0,10,15,2015
1752,2100,,04,19,2015
1753,401,23.0,06,06,2015
1754,302,54.0,10,29,2015
1755,2601,,02,23,2015
1756,2601,20.0,03,15,2015
1757,702,,10,15,2015
1758,1770,,03,28,2015
1759,1401,23.0,04,19,2015
1760,3020,,01,07,2015
1761,2001,,10,02,2015
1762,801,19.0,06,18,2015
1763,210,,09,15,2015
1764,840,20.0,01,22,2015
1765,702,44.0,06,15,2015
1766,401,,06,12,2015
1767,403,34.0,08,02,2015
1768,1849,50.0,08,19,2015
1769,1850,,06,09,2015
1770,801,,06,03,2015
1771,1849,31.0,10,10,2015
1772,801,38.0,04,15,2015
1773,1849,,03,27,2015
1774,301,35.0,03,12,2015
1775,2601,,01,12,2015
1776,302,35.0,09,12,2015
1777,670,,08,07,2015
1778,840,36.0,07,03,2015
1779,1850,,07,11,2015
1780,640,27.0,10,23,2015
1781,840,30.0,06,25,2015
1782,2100,42.0,07,03,2015
1783,690,,05,24,2015
1784,401,28.0,08,25,2015
1785,2601,52.0,07,12,2015
1786,1401,,09,26,2015
1787,2655,,10,10,2015
1788,1849,22.0,02,08,2015
1789,502,,11,05,2015
1790,1849,,08,16,2015
1791,1850,20.0,03,15,2015
1792,840,,08,31,2015
1793,2402,59.0,05,02,2015
1794,401,,12,14,2015
1795,1849,,01,16,2015
1796,840,,08,31,2015
1797,1849,,03,17,2015
1798,802,,11,09,2015
1799,302,,03,01,2015
1800,401,,09,18,2015
1801,401,42.0,03,15,2015
1802,1849,,09,04,2015
1803,702,,11,15,2015
1804,840,21.0,08,21,2015
1805,2601,28.0,04,09,2015
1806,1546,,06,16,2015
1807,1850,,11,23,2015
1808,1401,56.0,11,12,2015
1809,302,20.0,05,25,2015
1810,401,,12,11,2015
1811,2601,,06,22,2015
1812,640,36.0,06,28,2015
1813,401,40.0,03,21,2015
1814,1850,,03,19,2015
1815,640,,01,25,2015
1816,799,,05,24,2015
1817,690,34.0,03,30,2015
1818,2100,30.0,05,13,2015
1819,401,,08,13,2015
1820,802,29.0,01,19,2015
1821,650,52.0,09,25,2015
1822,2601,,07,24,2015
1823,2693,30.0,12,11,2015
1824,801,,07,30,2015
1825,2601,,05,09,2015
1826,1850,,03,05,2015
1827,1401,,05,28,2015
1828,702,52.0,12,01,2015
1829,802,40.0,01,22,2015
1830,2100,21.0,06,20,2015
1831,2402,27.0,09,11,2015
1832,2100,,12,30,2015
1833,1850,,07,21,2015
1834,1850,,02,07,2015
1835,802,35.0,05,12,2015
1836,801,27.0,02,26,2015
1837,1849,,11,17,2015
1838,1546,,07,15,2015
1839,799,,12,14,2015
1840,2100,28.0,12,31,2015
1841,802,18.0,10,07,2015
1842,2601,19.0,01,17,2015
1843,801,20.0,08,08,2015
1844,670,,12,29,2014
1845,1849,,01,18,2015
1846,2100,44.0,02,07,2015
1847,401,,07,04,2015
1848,702,36.0,03,05,2015
1849,2402,26.0,09,27,2015
1850,1401,30.0,06,14,2015
1851,801,36.0,03,14,2015
1852,702,22.0,12,14,2015
1853,1850,22.0,06,16,2015
1854,302,41.0,09,27,2015
1855,650,22.0,09,21,2015
1856,702,52.0,02,15,2015
1857,1850,,10,24,2015
1858,702,,12,29,2014
1859,2040,55.0,08,04,2015
1860,702,,09,13,2015
1861,1849,,12,14,2015
1862,1546,37.0,01,02,2015
1863,2402,48.0,08,05,2015
1864,401,47.0,03,05,2015
1865,1546,,03,09,2015
1866,302,,11,16,2015
1867,301,53.0,11,18,2015
1868,1849,44.0,12,01,2015
1869,901,,08,29,2015
1870,702,,11,30,2015
1871,1849,,10,27,2015
1872,2655,50.0,08,04,2015
1873,802,19.0,05,16,2015
1874,301,,03,12,2015
1875,802,30.0,03,22,2015
1876,1849,,07,23,2015
1877,1850,18.0,05,02,2015
1878,690,,04,23,2015
1879,1849,,06,03,2015
1880,640,,07,05,2015
1881,401,,06,29,2015
1882,1850,,11,11,2015
1883,401,60.0,07,26,2015
1884,610,,05,25,2015
1885,1849,,07,26,2015
1886,1850,24.0,09,04,2015
1887,640,26.0,12,10,2015
1888,2402,,10,16,2015
1889,1850,24.0,05,30,2015
1890,1849,,05,10,2015
1891,403,36.0,05,09,2015
1892,2601,,09,08,2015
1893,702,22.0,01,29,2015
1894,2100,40.0,01,27,2015
1895,702,29.0,01,01,2015
1896,690,,03,01,2015
1897,2402,,06,20,2015
1898,702,27.0,09,15,2015
1899,1401,,06,02,2015
1900,801,,04,19,2015
1901,690,22.0,08,29,2015
1902,702,,06,27,2015
1903,201,30.0,02,09,2015
1904,1850,,11,29,2015
1905,2601,27.0,01,04,2015
1906,840,,10,16,2015
1907,799,,09,20,2015
1908,1170,,05,31,2015
1909,840,50.0,04,19,2015
1910,2601,,02,14,2015
1911,799,20.0,09,16,2015
1912,2655,46.0,01,20,2015
1913,840,,01,26,2015
1914,1850,32.0,06,01,2015
1915,801,48.0,06,08,2015
1916,201,45.0,09,18,2015
1917,2100,39.0,06,13,2015
1918,1849,,01,30,2015
1919,401,22.0,10,17,2015
1920,2100,33.0,08,13,2015
1921,702,19.0,02,21,2015
1922,1849,23.0,08,04,2015
1923,1770,48.0,05,07,2015
1924,1401,,11,18,2015
